,title,review
1041,엄마가 들려주는 이승만 건국 대통령 이야기,정말 필요한 좋은 책이 나와 다행이다. 역사는 진실편이다. 무지가 판치고 감성팔이 시대가 어서 가기를 기도한다
1042,남편이 미모를 숨김 1,소설로도 웹툰으로도 정말 좋아하는 작품인데 어느새 단행본까지 출간됐네요.. 남미숨 단행본이 배송오고 나서 제일 놀랬던 점이 단행본 퀄리티였어요.. 단행본 표지 편집이 진짜 예뻐서 소장가치가 확 올라요.. 그리고 예쁜 일러 엽서랑 럭스 엽서!! 요게 두꺼워서 정말 좋더라구요.. 크기도 크고..
1043,에듀윌 토익 실전 LC+RC,에듀윌 토익 실전 LC RC’는 한 권으로 LC와 RC 모두 공부할 수 있다는 점이 유용하고 편리하여 좋고 최신 기출 유형이 잘 나타나 있습니다. 출판사에서 진행하는 기대평 이벤트 참여
1044,더블유 W D형 2022.7 (표지 : 제니 3종 중 랜덤),헉슬리 제품에 관심이 가서 한번 써 보려 했는데 유통기한은 한 1년 남았으나 변질된 제품이 왔더군요.재고처리 했나 봄.어쩐지 클레이팩인데 되게 묽다며 흔들어 썼는데 바르고나니 얼굴이 따끔거려서 바로 씻어냈는데 온통 시뻘겋게 뒤집힘.다시는 헉슬리 제품 쓸 일 없음.
1045,육일약국 갑시다,살아가는데 있어서 자기 자신만을 생각하면서 사는 것이 아니라 다른 사람을 위하는 일이 결국은 자신에게 더 큰 복으로 돌아옴을 일깨워 준다. 끊임없이 발전하기위해 노력해야 함과 바른 삶의 자세를 보여주신 주인공의 모습이 무척 인상적이었고 삶을 대하는 진솔한 모습을 엿볼수 있었다.
1046,전국 꼴찌 구짱구의 꼴찌도 통하는 공부법,각종 교과 기본서에서 충분히 볼 수 있는 걸 넣어서 분량만 채웠네요 . 영어 must can may 수학 방정식 음수 양수 부등식 정의가 이 책의 1/3분량 보다 많음. 이런 게 공부법에 들어 가 있다니 공부법을 찾으려 했는데.. 필요없는 내용이 너무 많아요.
1047,별일 아닌데 뿌듯합니다,"제 비 둘다 아니지만?ㅎㅎ 너무 재미있게 읽었어요!! 작가의 여러가지 도전 중 몇가지는 따라해보고 싶기도하고요 아기 키우느라 환경생각은 뒷전으로 마구 물자를 쓰면서 살던 제 모습이 떠오르면서 아차,했구요. 환경을 향한, 결국은 사람들을 향한.. 작가님의 따뜻한 마음이 느껴져요."
1048,2022 객관식 공탁법,공탁법 기출문제집의 정석. 요약부분도 좋음
1049,개비의 매직하우스 워크북 한글,저희 아이가 너무 좋아하는 개비의 매직하우스로 자연스럽게 한글 공부가 아닌 한글 놀이를 할 수 있어서 너무 좋았어요. 사랑하는 캐릭터들의 이름을 한글로 어떻게 생겼는지도 보고 선긋기 색칠하기 그리고 너무 좋아하는 스티커붙이기까지 너무 재밌게 하는 아이 모습을 보니 행복했답니다!!
1050,연대의 밥상,하나하나 곱씹게 되는 문장들. 어떤 삶을 살아왔기에 이런 문장들을 써내려갈 수 있으신건지. 또 책으로 만나뵙길 기대합니다. 고맙습니다.
1051,에듀윌 토익 실전 LC+RC,도서 퀄리티도 어떤 시험유형으로 나오는지 미리 설명해주고 진짜 시험보는 것과 같이 되어있어시험 적중률도 뛰어날 거 같습니다!그리고 실제 시험과 같은 유사한 유형과 난이도로 긴장감과 집중만 더욱 한다면 고득점을 받을 수 있을만한 책인 것 같습니다 출판사에서 진행하는 기대평 이벤트 참여
1052,누런 벽지,"1800,1900년대에 이런 단편집이라니 새삼 놀라워요 고전같지 않게 잘 읽혀요"
1053,주술회전 12,표지가 조금그렇긴한데 소장용으로구매했습니다
1054,한입 경제 상식사전,한입 경제 상식 사전‘이라는 책 제목과 너무나도 잘 맞는 훌륭한 책이었습니다. 평소에 자주 듣는 용어들을 가지고 현실과 닿아있는 예시를 활용해주신게 신의 한수!
1055,내 마음의 위험한 녀석 6,미쳤네진짜
1056,2022 해커스 소방설비기사.산업기사 필기 전기 필수이론+과년도 기출문제,소방설비기사*산업기사 전기 분야 자격증 취득용으로 학습하기 좋은 책!
1057,지옥락 9,책 분량이 혜자입니다. 재미도 있고 빠르게 정발 되었으면 좋겠네요
1058,이나의 빛나는 마법,아동들의 동심을 다시 한번 생각해 보게 하는 동화책입니다. 이번 여름방학에는 각자의 마법이 이루어지고 빛나기를 바라면서 꼭 한번 읽어보세요. 마음이 풍성해지고 가슴이 따뜻해집니다~*^^*
1059,2022 해커스 소방설비기사.산업기사 필기 기계 필수이론+과년도 기출문제,소방설비기사*산업기사 기계 분야 자격증 취득용으로 학습하기 좋은 책!
1060,홍길동전 : 춤추는 소매 바람을 따라 휘날리니,아이 학교에서 필요해서 구매 했는데 재미있다고 해요~
1061,계속 가보겠습니다,지금보다 더 빨리 나왔어야 했습니다. 좋은 글 감사합니다.
1062,호모 아딕투스,"경제 흐름을 알고 싶다면 한번은 꼭 읽어봐야 할 책이다. 전혀 인지하지 못했던 부분을 일깨워준다. 나도 이 책을 읽으면서 스스로 놀라기도 하고, 다른 한편으로는 배우는것도 있다. 소비자에게도 작은 기업은 운영하는 사람들한테도 충분한 도움이 되는 책이다."
1063,2022 ADsP 데이터 분석 준전문가,책의 개념 부분이 부족하여 문제 풀기도 어려운데 문제 해설도 제대로 나와있지 않아 학습을 하기 너무 어렵습니다 다른 강의도 들어야 할 것 같네요
1064,,어른의 입장에서 기승전결을 따진 그런 재미가 아니라아이들의 순수함에서 배울 수 있는 엉뚱함의 웃음포인트가 있어서 당황스러우면서도 행복한 이야기 스토리로 전개가 됩니다.
1065,사이다의 핸드메이드 드레스 레슨,제작기록 45% 에세이 부분 55%.궁금해서 구매해봤는데 쌩초보를 위한 서적은 아니고 어느정도 재봉에 대한 기본 이해가 있는 사람이 참고하기 좋음. 수록된 패턴이 너무 강하게 부착되어있어서 떼는 데만 30분 걸렸습니다ㅠㅠ 그리고 제작사진과 결과사진에 쓰인 원단이 달라요. 사진은 좀 흐릿함.
1066,사이언스 2022,아이들이 너무 좋아해요!!!! 사진도 선명하고 너무 잘 구매한거같아요
1067,녹색전상 1~3 세트 - 전3권 (아크릴스탠드 + 4단엽서 + 아크릴 필름마크 2종 + 스티커 3종 + 한정 엽서 4종 + 초판 엽서 3종 포함 한정판),말이 필요없!
1068,"알폰스 무하, 새로운 스타일의 탄생","체코의 국민 화가이자 일본 애니메이션에 영감을 불어넣은 화가 알폰스 무하. 타로 카드 그림으로도 널리 알려져 있다. 무하의 어린 시절 일화부터 그가 일러스트레이터와 북 디자이너로 활동했을 당시 그렸던 그림들과 광고 포스터, 일생의 대표작인 ‘슬라브 서사시‘ 등 다양한 작품들을 볼수있어요"
1069,그림의 힘 (프레더릭 레이턴 에디션),그림이 필요한 순간~명화를 제대로 즐길 수 있는 현명하고 유익한 책이랍니다!가까이 놓고 즐기려고 해요!
1070,황금빛 위로,따뜻한 위로와 감성이 묻어나는 시집
1071,미래의 피해자들은 이겼다,김승섭 교수님의 기록은 늘 치밀한 섬세함이 있다. 사유를 뒤집는 다정함이 있다.
1072,"페미니즘의 도전 (15주년 기념판, 양장)","이 책에서 느끼는 어마어마한 현재성에 읽을 때마다 놀라고, 슬프다."
1073,믿음에 대하여,나 박상영 좋아하네라고 새삼 깨닫게 해준 작품
1074,전생애 인간발달의 이론,발달이론하면 정옥분 교수님이시죠.
1075,프로젝트 헤일메리,이런 하드 SF 정말 좋아요... 작가가 과학을 얼마나 사랑하는지 느낄 수 있었습니다.
1076,오늘 학교 어땠어?,우리는 모두 어린이였다 살아 있으라 좋은 어른으로 살아 있으라!!! 아이들의 반짝이는 이야기에 웃고 울다 보면 두툼하던 한 권 순삭ㅎㅎ
1077,책벌레의 하극상 제5부 : 여신의 화신 2,역시 이번 권 하이라이트는 이해 충돌이 가져온 딧타라고 본다. 성녀? 그게뭔데? 악녀라해도 최선을 다 할 수 밖에~
1078,누구나 할 수 있는 의식적 공부 기억법,"중고책 사서 보는데 그냥 일기 모아서 쓴 책이라 .. 누군가에게 다시 팔기도 부끄러운 책이네요. 기대하고 샀다가 몇 장을 계속 읽어도..많이 아쉽다는 생각을 떨칠 수가 없어요. 별하나도 참.. 아까운.,"
1079,침묵 (반양장),"개인적으론,신 자체보다 신이 있다고믿는 인간이 더대단하다고 느껴졌습니다."
1080,개의 날,"우리의 삶은 고속도로에서 전력질주하는 위험하고 불안한 개처럼 무엇에 쫓기듯, 살기 위해 달리고 있는 건 아닐까?"
1081,[세트] 광개토태왕 담덕 1~2 세트 - 전2권,오랜 옛날 우리선조들의 정신을 작가님을 통해 읽습니다. 보내주신 담덕의 말도 멋져요.찬찬히 더 읽을게요.
1082,죄 죽임,"죄죽임에 대한 신자의 의무가 무엇인지를 존오엔은 책에서 말해주고 있다. 신자들이 죄죽임의 본질과 죄죽임이 아닌 여러가지 관점을 이야기하며 이것을 어떻게 극복해야 되는지를 일반적, 개별적, 실제적으로 우리에게 알려주고 있다."
1083,지구를 구한다는 거짓말,근거있는 과학자의 이야기라 들을 말이 많습니다. 기후변화에 대해 찬성안하면 안되는 사회 분위기에서 그렇게까지 할 필요는 없다는 좋은 이야기입니다. 좌우균형이 맞아집니다
1084,왜 파타고니아는 맥주를 팔까,추천합니다.
1085,코로나로 더 힘겨운 어린이 청소년에게,자녀를 둔 부모님들에게 요즘 같은 코로나 시기에 읽기 좋은 책입니다.
1086,착한 아이보다 주도적인 아이로 키우는 불량 육아,주도적인 아이를 키우는데 꼭 필요한 바이블같은책추천합니다
1087,나를 살리고 사랑하고,고통스러운 시간을 견디면서 자신의 길을 걸어가는 사람의 이야기가 담긴 책
1088,아무도 사랑하고 싶지 않던 밤,"김남준 목사님의 글이라면 정말 따지지 않고 읽어도 큰 울림과 도전이 있지만, 특별히 저자가 아우구스티누스의 글 중에서 깊이 묵상하고 사색했던 내용이 담겨져 있어서 훨씬 감동으로 다가왔다. 마음 속에 담아 놓고 외우고 싶은 구절이 너무 많을 정도로.. 꼭 일독을 권한다."
1089,등에,저희 엄마의 인생작이라고 해서 구매했는데 음악 씨디도 같이 들어있어요! 잘 읽겠습니다
1090,,사계절밥상으로 색션이 나눠져있어요수제간식이나 펫베이커리에 관심이 많은데 자연식에도 관심 가져볼게요
1091,스파이 패밀리 7,아냐는 너무 귀여어..ㅠ
1092,강아지 수제 간식 레시피,정확한 레시피가 적혀있지않아 계량의 불편함도 있었지만 최근의 펫푸드책이라 즐겁게보고 따라만들고 있어요
1093,나는 엑스세대,보온도시락 플렉스와 힙합바지를 요즘 세대들을 모를 X세대만의 이야기
1094,"당신이 지금껏 오해한, 세상을 지배한 단어들","“이 책은 중대한 사회적 전환의 순간들이 새로운 문제를 낳고 새로운 단어가 생기는 데 영감을 준다는 통찰에서 출발한다. 단어는 사상을 요약하기 위한 수단이고, 사상은 현실에 대한 우리의 집단적 전망을 제시한다.”"
1095,"딸아, 너는 나의 보석이란다 (한글판)",짧은 내용들로 이뤄져있어 읽기편하고 눈물날만큼 은혜스런내용도 많아서너무나 추천합니다 주님의 따스함을 느낄수 있어요
1096,소워니놀이터의 말랑말랑 스퀴시,영상보고 따라하며 프린터해가며 열심히하던 8세딸이 책이 나왔단 소식에 기쁜마음으로 구매했어요 즐겁게활동할 수 있어서 좋구 프린트 안해서 편하네요
1097,몰입독서,리뷰에 전송하겠습니다.
1098,너 자신의 이유로 살라,스스로가 정말 원하는 게 무엇인지 찾지 않는 자는 다른 이의 삶을 대신 살아주게 된다- 는 말이 다시 한 번 생각나는 책이었다. 지금 내가 하고 있는 그것으로 나는 무엇을 원하는가? 그리고 왜 원하고 있는가? 묻지 않을 수 없어진다.
1099,지상에 숟가락 하나,뒤표지에 실린 황광수(문학평론가라고 주장함)의 글은 도대체 무슨 말을 하는 것인지 알 수가 없다. 팡세니 에로스니 타나토스니를 주워 섬기더니 급기야 ‘겯고 틂‘이라니? 좋은 책에서 이런 의미없고 쓰레기 같은 문자열은 안 봤으면 좋겠다.
1100,사랑하는 우리들은 위장이 약해,제가 좋아하는 작가님이라서 일단 사고 보는......진짜 넘나 귀엽고 재밌고 ㅠㅠㅠㅠ
1101,"날마다, 북디자인",책을 읽어보니 디자이너는 쉽지 않네요 ^^ 재밌게 봤습니다!
1102,여름이 온다,"아이들은 물론, 어른들도 보자마자 단박에 사로잡는 작가만의 마법 !!!"
1103,유럽 도시 기행 2,"2권은 1권보다 좋다.도시 사람 역사 문화 교통 음식 들과문장 디자인, 특히 사진은 텍스트와 콘텍스트를 이어주며독자의 눈길을 붙들어 맨다.3권을 기다린다."
1104,외국어 공부가 쉬워진다,현실에 적용할 수 있는 아주 좋은 책이다. 그래서 다른 사람들에게 추천하지 않고 나만 보고 싶다. 그리고 추천한다고 해서 누구나 열심히 읽을 책은 아니고 외국어 공부 등 학습에 대해 고민을 많이 해본 사람(교사 등)만이 읽어볼 듯 하다.
