,title,review
1570,워킹푸어 가족의 가난 탈출기,언제 어디서든 만날 수 있을 법한 나와 우리의 현실적인 이야기를 공감하면서 읽을 수 있을 것 같아서 기대됩니다
1571,나는 관계가 어려운 사람입니다,사람과의 관계에 대해 다시 한 번 고민해볼 수 있었어요.
1572,유럽 도시 기행 2,유적지가 있는 각국의 역사 배경과 유럽사가 작가의 여행 감상에 잘 녹아들었다. 원래부터 유럽사를 흥미로워하고 관심이 많았기에 나는 꽤 즐겁게 읽었다. 중간중간 소소한 에피소드들도 나와 작가에게 친근감이 들기도 했다. 음식점 관련한 평이 특히 솔직해서 재미있었다.
1573,나를 찾아 떠나다!,로욜라 도서관의 만레사 룸에서 숙제를 하고 곤자가 기숙사에서 생활하면서 이냐시오 성당에 다니고 하비에르관에서 자습을 하곤 했던 나의 대학원 생활이 떠오른다. 이 모든 고유 명사들이 예수회에 대해서 아는 사람이라면 아주 익숙하다는 것이 놀랍고 내가 그런 곳에서 2년 간 살았다는 게 기쁘다.
1574,,"게임이론을 실제 현장에 쓰는 방법을 만화와 핵심 개념을 중심으로 게임이론,코디네이션게임,독적게임,행동경제학등을 정리하여 어렵지 않게 경영기법을 배우게 해줍니다."
1575,2022 에듀윌 전산세무 2급 기출문제집,총 12회분의 기출이 있습니다. 깔끔해서 좋아요!기출12회와 답지로 구성되어있습니다. 부록으로 테마별 핵심요약집도 있습니다. 그리고 수록된 전 회차는 에듀윌에서 해설특강도 제공해주네요!(서평단 이벤트 참여)
1576,현대 언어철학,"나는 이 책을 원서로 이미 읽어보았다. 이번에 다시 한번 원서를 보면서 번역본과 한 3분의 1 정도 대조해보았다. 가독성이 심하게 떨어지는 기계적 직역은 넘어가더라도, 오역이 너무 많다. 번역자가 상당 부분은 원서를 제대로 이해하지 못한 채로 번역했다는 합리적 의심이 든다."
1577,바로 찾아 쓰는 열 가지 비법,발달과 특수교육에 관한 무수한 책들을 읽어보았지만 사실 어려운말 전문용어들이 머리속에 쏙쏙들어오진 않았다. 주제별로 간단명료하게 나열되어있고 실제 경험해본 선배맘들의 경험담이 있어서 확실히 와닿았다.
1578,"부동산, 부채, 버블의 경제학","부동산과 가계부채가 지금 어디까지 와 있는지 지난 20년을 둘러보고, 앞으로 다가올 20년을 그려볼 수 있는 책"
1579,2023 에듀윌 9급 공무원 기본서 영어 - 전3권,문법 이론을 [VISUAL G]로 시각화하여 문장 구조를 쉽고 빠르게 분석 가능합니다
1580,리프트오프,스페이스X의 성공을 통해 공학자의 열정을 배울 수 있는 책.
1581,충동과 광기의 암호를 해독하다,범죄자 이전의 인간의 내면 심리부터 파악하는 것이 어쩌면 우선이 되야할지도...
1582,2023 에듀윌 9급 공무원 기본서 한국사 - 전3권,초시생에게 완전 친절한 꼼꼼 구성이 돋보인다.
1583,2022 에듀윌 한국사능력검정시험 2주끝장 심화,2주 안에 한국사능력검정시험 끝내버리고 싶다면 강추!!
1584,개의 날,한날 한시 한사건을 동신에 본 여섯명의 화자. 그들이 들려주는 삶의 고독이 뭉클하게 다가오는 소설
1585,안으며 업힌,"문학적 구체성을 장소성에 대한 감각이라 번역해도 좋다면 이 소설집이야말로 다섯 작가의 드러나지 않았던 어떤 면모를 만날 수 있는 특별한 기회를 제공한다. 특이한 표지 디자인, 소설집에 관한 사운드트랙 수록, 첫 번째 소설인 <오르내리>의 놀라움, 거기에 다섯 작가의 독특한 조합!"
1586,마음 말하기 연습,"김재원 아나운서 님 팬이라서 바로 구입했습니다! ^-^♡ 담백하고 마알간 김재원 님처럼 책 구성이나 색감도 편안하게 마알갛고, 한 페이지를 넘길 때마다 마음도 은은하게 맑아지고 편안해지고 잔잔한 마음 언어 사색을 할 수 있어서 정말 좋아요! 앞으로도 쭈욱~ 책에서 뵐 수 있었으면 좋겠습니다!"
1587,바덴바덴에서의 여름,이장욱 작가가 번역했다는 이유만으로 충분히 읽을만한 가치가 있는 작품
1588,,"중3딸과 같이 읽고 있다. 하루 한 장씩. <이상한 나라의 앨리스>는 볼 때마다 느끼지만, 원서로 읽어야 제맛이 난다. 인디고 출판사에서 나온 이 책은 그림이 참 예쁜 일기장 같다. 들고 다니기 좋은 사이즈도 마음에 든다."
1589,2023 에듀윌 7·9급공무원 기본서 국어 - 전4권,회독 스케줄표와 회독 워크북을 사용해서 이해와 암기를 동시에 잡아요
1590,소크라테스 익스프레스,뜻하지 않은 일로 책 읽는 계획에 차질이 생긴 한 주ᆢ익스프레스에 올라탔지만 아무래도 완행으로 읽게 될 것 같다ᆢ
1591,이어령의 마지막 수업,시대의 어른이자 스승의 말씀 하나 하나에 울고 웃게 만드는 놀라운 책. 이제는 ‘돌아가신‘ 이어령 작가님께 늦었지만 고개숙여 ‘감사합니다‘라고 인사드리고 싶다. 스승의 언어를 잘 정리해낸 김지수 작가에게도 따듯한 박수를 보낸다. 두고 두고 읽게 될 책이다
1592,황금빛 위로,"황금빛위로 , 시에서 위로와 치유를 느끼고 싶습니다."
1593,소크라테스 회상록,좋아요
1594,원피스 96,미뤄놨던 최신편 보려고 다시 구매시작. BOX판도 함께 구매중이라 초창기랑 지금이랑 비교하며 보는 재미가 있다.
1595,체인소 맨 4,재미있어요
1596,수력충전 초등수학 1-2 (2022년),다양한 유형의 연산 문제를 만나면서 실력을 키울 수 있어서 좋아요^^
1597,장송의 프리렌 1~2 합본 세트 - 전2권,재밌어용 특전도이뻐요
1598,수력충전 초등수학 6-2 (2022년용),개념을 충실히 하는 연산 훈련서! 연산을 재미있게 학습할 수 있어요~
1599,충동과 광기의 암호를 해독하다,"독자들은 이 책에서 인간의 어두운 감정, 곧 충동과 광기의 심연을 생생하게 마주하게 된다. 편집증, 우울증, 종교적 망상, 상실감, 정신 장애, 성격 장애 등이 개인의 삶 속에서 거부되고 억압되어 있다 끝내 충동과 광기로 분출되어 끔찍한 범죄로 나타나는 모습을 맞닥뜨리게 될 것이다."
1600,백설공주 거울과 인공지능 이야기,"아래 리뷰들 돈 받고 평점 주는지 의심이 된다. 꼭 사진 한두장씩 올리고, 장황하게 설명, 리뷰 문장 각각이 다들 길다.하고자 하는 말이 두리뭉실하다.내 리뷰는 이렇다. 모든 공학이 그렇듯이 얇게 넓게 배울수 있는 분야는 없고, 천천히 깊게 배워야 하는데 이책은 방바닥에 쌓인 먼지두께만도못함"
1601,공감대화,"존중과 치유로 가는 한 사람, 한 시간의 이야기” 한 사람이 한 시간의 이야기를 통해 공감을 이룬다는 것은 이제껏 전혀 들어보지 못했던 일이다."
1602,1929년 은일당 사건 기록 2,에드가 오를 돕는 현명한 주변 인물들과 함께 살인 사건의 전말을 파헤치는 흥미로운 책.
1603,추적자,"드디어 원작에 충실한 드라마가 나왔다. 아마존 1위에 빛나는 액션 스릴러 잭 리처! 그 원작이 바로 이 소설 Killing Floor. 액션, 추리, 스릴 그리고 새로운 스타일의 히어로를 보고싶다면 꼭 접해보라고 권하고 싶은 작품."
1604,용의자 X의 헌신,내 인생 최고의 책
1605,하루하루가 세상의 종말 4,이런 장르 문학에 끈을 놓지 않고 늘 노력해주는 출판사에 감사를 전하며 구매 완료.
1606,오버수토리 세계사,조만간 수능 세계사의 기준이 되지 않을까 기대해봅니다!내용의 재구성이 잘 되어있어 세계사 공부를 하는데 든든합니다!!
1607,하루하루가 세상의 종말 3,끝까지 독자들을 위해 발간해주신 밀리언셀러 클럽에 감사를 전하며...
1608,착한 아이보다 주도적인 아이로 키우는 불량 육아,정말 재미있게 본 육아책입니다. 아이에게 돈공부하는 방법과 독서를 좋아하는 아이로 키우는방법도 나와요. 쉽게 읽히는 책이어서 부담이 없었습니다. 초보작가님 같은데 글을 너무 재미있게 술술 잘 쓰시는 것 같아요. 아이를 키우는 엄마이고 현재 경험이라서 그런듯합니다. 추천드려요
1609,,"정말 읽어보니 갖고 싶고, 소장하는 것만으로도 곰돌이 푸의 재미난 이야기에 즐겁고, 한동안 행복한 미소가 떠나지 않을 것이다. 마음에 드는 곰돌이 푸 초판본 책이다."
1610,퇴근 후 스마트스토어로 투잡하기,스토어를 시작하려는 사람들에게 정말 최고의 책입니다ㅡ 하나부터 열까지 상세하게 나온 설명에 조금은 더 쉽게 시작할수있게 해주네요. 그 어떤 강의버다 이 책 한권이 더 상세해요. 꾸준히 해보겠습니다.
1611,"김용균, 김용균들","열악한 일터의 현실은 어디에나 있지만 그것을 개선하려는 기업, 국가, 국민들의 의지가 없다면 결코 바뀔 수 없다는 것을 알게 한다. 내가 당신이 될 수 있고 당신은 우리가 되며 모두가 된다. 법은 최소한의 보호막일 뿐 결국 그것을 움직이는 것은 사람들이다. 모두의 투쟁이 되어야 한다."
1612,행정법 마스터 갓문일 행정법,행정법을 공부하기 좋은 교재입니다.
1613,이욘 티히의 우주 일지,몇십년전에 어떻게 이런 생각을 했을까. 우주를 구하자는 말은 지구를 대입시켜도 무방하다는 생각을 하게 한다. 기발한 상상력에 놀라다가도 군데 군데 지구의 현실이 보여서 공포로 다가오기도 했다. 인간의 지나친 욕심과 이기심으로 인해 망가질 지구의 안타까운 미래를 엿보게 한다.
1614,연대의 밥상,연대의 밥상을 읽고 삶의 자리를 알게 되었습니다 무엇을 먹고 그의 삶을 알게 되었습니다 다시는 쫒겨 나지 않길 바라며 쓴 글 같습니다
1615,2023 에듀윌 7·9급공무원 기본서 국어 - 전4권,따라만 가도 5회독이 가능해서 좋네요
1616,우리 아이 처음 일기 쓰기,깜짝 놀랐어요. 매일 매일 쓰다니요이 책 주인공 여섯 살 승규가 100일동안 하루도 빠지지 않고 일기를 쓴 일기를 보니 대단하다는 생각 밖에 안드네요.아이를 믿고 아이의 생각 주머니를 키워준 송현지 작가님. 지금 아이들이 따라하면 딱 좋을것 같아요.일기쓰기 코칭 제대로 입니다~~제대로!
1617,금융 오디세이,우리의 삶을 금융이 지배하고 있다. 금융의 과거를 알고 싶어서 읽었다.
1618,여름과 루비,박연준 작가님 시와 에세이를 좋아하는 독자로서 소설도 읽어보고 싶어서 구매했어요. 제목과 표지가 맘에 들어서 기대가 돼요!
1619,쉽게 배우는 일러스트 비법,"아기자기한 그림들이 펼쳐져 있어 좋았고작은 장치만으로도 안정감을 주기도,인상을 바꾸거나 매력을 더하고 장면에 깊이를 주는등 마법같은 변화가 일어났다.프레임 밖의 스토리를 상상하게 하는 힘까지,꿀팁이 가득하다."
1620,워킹푸어 가족의 가난 탈출기,일을 해서 돈을 모으기가 점점 더 어려워지는 세상. 일의 가치에 대해 생각하게 되는 책인 것 같아요.
1621,모든 것이 되는 법,당양성을 추구하고 싶은 욕심많은 사람들에게 격려해줄 수 있는 책이에요. 그리고 짧은 인생에 내가 좋아하고 원하는 것들을 눈치보지 않고 할 수 있는 내면의 자신감을 배워볼 수 있는 책인 것 같아요. 공감이 안될 것 같으면서도 공감가면서 배울 수 있는 부분이 많아 읽는내내 재밌게 읽었습니다.
1622,이웃집 식물상담소,"식물이야기로 시작하지만 결국 우리 마음에 대한 이야기예요. 잔잔하게 위로 받는 기분이라 참 좋았습니다. 한번쯤 생각해보면 좋은 이야기가 많아서, 다 읽고 밑줄 친 부분만 다시 읽어봤는데 참 좋았습니다."
1623,모래알만 한 진실이라도 (윤슬 에디션),35번의 소소한 공감과 따뜻한 마음과 글을 만날 수 있는 여류작가의 최고봉 박완서 작가님의 에세이였습니다.
1624,개념쎈 중등 수학 1-2 (2022년용),학습의 기초가 되는 개념학습을 탄탄하게 해요
1625,불편한 편의점 (40만부 기념 벚꽃 에디션),그저그런 킬링타임용 소설일 수도 있지만나는 읽는 내내 마음이 따뜻해졌다.그럼 좋은 책인거지.다정한것이 살아남는 것을 잊지 말며.
1626,이렇게 작지만 확실한 행복,하루키 에세이의 진수! 하루키의 일상생활을 담은 에세이집인 만큼 겉표지 선정을 참 잘한 것 같습니다. 한눈에 이 사람이 어떤 사람인지를 대략 알아볼 수 있는 느낌이죠!
1627,2023 암기왕 권규호 문학,규호쌤 개기문 문학이랑 병행하려고 구입했습니다. 주요 작품에 대한 해석이 자세해세 좋아요!
1628,2023 권규호 공무원 최소국어,변화하는 공무원 국어 경향에 최적화 된 교재라고 생각합니다!
1629,말센스 (리커버),이 책을 읽고 최소 경청하는 법과 상대로 하여금 나의 경청을 인지하게 만드는 그 두가지만 얻어간다고 해도 책구입 비용의 100배 혹은 1000배 이상의 이익을 얻었다고 믿는다.결국 이 책이 전하려는 본질을 정확히 이해하는 독자에게 책은 효험을 보일 수밖에.. 내가 운이 좋은걸지도♡
1630,에피쿠로스의 네 가지 처방,"일체개고, 인생이 고통에 가득하다는 점을 고려했을 때 한 번쯤 읽어보길 권하고싶은 책."
1631,자이스토리 예비 중등 영어 독해 Level 1,지금 초등학생인데 열심히 준비해서 누구보다 빨리 자이스토리 예비중등 영어독해 하는 날이 왔으면 좋겠어요. 자이스토리는 스텝별로 구성되어 있어서 만족도가 큽니다.
1632,헤어질 결심 각본,"영화를 보고 나서 한 동안 다른 영화들을 보지 않았다. ‘안개‘가 흘러나오며 시작된 무언가 미해결된 감정을 다른 영화로 씻어내고 싶지 않았기 때문이다. 그 여운이 가라앉을 즘, 각본을 읽어봐야겠다."
1633,이웃집 식물상담소,좀 더 식물과 관련된 지식과 함께 삶의 깨달음을 엮어서 풀었으면 좋았을 것 같은 책이네요. 하지만 삽화와 한께 쓰인 글귀가 좋았던 책이네요
1634,이웃집 식물상담소,읽으면서 함께 힐링이 되는 책.식물을 잘 키우지는 못하지만 항상 식물을 키우려고 시도하고 있는 내게 깊은 생각을 하게 만든다. 그냥 겉보기에 이쁜 식물을 키우고자 했는데 책을 읽을 수록 고개가 절로 숙여졌다.
1635,내 인생의 모든 순간에 책이 있었다,“내가 정말로 원하는 것과 향하는 곳을 알면 타인의 중요성이 약해지기 시작한다. 두려움에서 자유로워지는 길은 나를 거인으로 타인을 난쟁이로 만드는 갓이다” - 알랭드보통
1636,스노우 드롭 12,중학교 때 너무너무 좋아했던 순정만화입니다. 소장했었어야 했는데 세월이 너무 흘러버렸네요ㅠㅠ 재출간 해주신다면 곧장 구매하겠습니다! 주간지에 연재되었을 때 만화를 그리시던 어머니께서 구입하시던 걸 우연히 보고 좋아하게 된 스노우드롭. 마지막 장면의 작화는 인생 베스트컷입니다 진심ㅠ
1637,,어린 시절 순수했던 추억이 떠오르는 너무나 사랑스러운 동화예요. 어른에게도 힐링이 되는 듯
1638,언어기관의 해부와 생리 워크북,워크북 문제와 정답이 다른 게 종종 있어 꼭 본 교재로 확인하며 공부하는 것이 필요합니다
1639,맨드라미의 빨강 버드나무의 초록,"쓸쓸하고 섬세한, 그리고 진한 여운을 남기는 이야기를 찾는 분에게 추천합니다."
1640,클라우드 네이티브 애플리케이션 디자인 패턴,"책의 분량은 368페이지 정도로 얇은 책은 아니지만 책이 다루는 내용을 생각하면 또 두꺼운 책은 아니다.�개념을 알려주기 위한 구조화가 잘되어있다.�예를 들어 요청-응답 패턴에 대해 설명을 한다고 하면, 이 패턴의 동작방식과 어떻게 사용할 수 있는지, 고려해야 할 사항까지 함께 알려준다.�"
1641,언니의 비밀계정,"˝페미니즘…사실 나에겐 어렵고 무거운 주제로만 다가왔던 것˝ 살아가면서 느끼는 건 많아도, 아예 관심이 없는 건 아닐지라도 나 역시 비슷했다. 합리화하며 지나쳤던 수많은 순간들. 그러나 이 두 사람은 이런 나에게도 손을 잡아준다. 미미할지라도 나아지고 싶게 만든다. 단단한 위로가 되는 책"
1642,백만 번의 상상,"클래식 선입관을 깨기 위해 다양한 시도를 하며 끊임없이 음악을 매개체로 하모니를 맞춥니다. 자신의 삶을 돌아보며, 독자들 ‘삶의 무대‘를 풍성하게 해주고픈 마음이 고스란히 느껴집니다. 게다가 폭풍우속에 헤매 일 우리를 위해 QR을 찍고, 잠시 쉬어가라고 괜찮다고 격려와 함께 연주해주십니다."
1643,지금 우리 곁의 쓰레기,기후위기 우울증을 앓고 있다면 이 책의 활동가들을 보며 조금은 위로를 받을 수 있다. 행동과 실천을 통해 더디지만 조금씩 이루어진 변화들
1644,,곰돌이 푸와 친구들과 함께하는 즐거운 시간. 오리지널 초판본을 소장할 수 있게되어 행복합니다
1645,물결 2022.여름호 : 비건으로 충분한가?,"비건에서 한발 더 나아가, 대체육의 각론에 대해 생각해 보지 못한 지점들"
1646,가난해지지 않는 마음,세상에 미친 사람은 많죠. 근데 왜 미친 사람을 이부망천까지 들먹이면서 지역과 엮나요? 본인도 그 지역에서 자란 시간들이 있는데. 지역 비하며 혐오가 너무 심해서 보기 껄끄러웠어요.
1647,시나리오 중심의 jamovi 통계분석,기초를 실전 적용 학습에 좋은 책입니다. 강추!
1648,백만 번의 상상,"‘클래식피아니스트 김지윤‘! 음악을 매개체로 우리들에게 일침을 가합니다. 당신의 무대에서, 반드시 자신의 내면 작은 목소리에 귀를 기울이라고."
1649,다키니 파워,"마침 나 자신에 대해서 궁금증이 생기고 이에 대한 해답이 절실했으며, 지나치게 감정에 빠져버리곤 하는 현실이 버거워 잠시 쉬고 싶을 때 이 책을 만났습니다. 그리고 저는 12명의 여성 수행자의 지혜와 삶을 통해 너무나 단순하고 이기적인 제 삶을 다시 이어 나갈 용기를 얻었습니다."
1650,의식 혁명,내가볼때 번역이고 뭐고 그냥 악플러들의 희생양이 된책그냥 자기 깨달음수준에 가친사람덕에
1651,미쳐버린 배,또 다른 진보를 위해 사람들의 영감을 자극해 줄 흥미진진하면서도 오싹했던 남극 탐험 이야기
1652,중독자의 죽음,다음 편은 더 없나요? 중간까지 읽은 거 아껴 놓다 읽고 말았는데 다음 편이 없어요. ㅜㅜ 최애 시리즈인데
1653,토지 17,이제 이야기는 완전히 홍이 등의 다음 세대로 넘어간 것 같네요
1654,십자도 살인사건,"본격추리소설로 섬 밀실을 차용했으나 일단 범임 특정이 너무 쉽고, 마지막 드러나는 시나리오가 헛웃음을 자아낸다. 나열되는 과학, 생물 지식은 여전히 매끄럽지 못하다."
1655,내 멋대로 슈크림빵,아주 재밌고 아이들이 잘읽어 주었습니다 !추천은 당연히!꼭읽어 보세요!!!!!
1656,내 멋대로 슈크림빵,아주 재밌고 아이들이 잘읽어 주었습니다 !추천은 당연히!꼭읽어 보세요!!!!!
1657,순수의 시대,"1870년대 뉴욕의 사랑과전쟁, 진한 여운이 남는 책."
1658,자율주행자동차와 법적책임,"이런 책이 이미 2020년 한국에서 출판 되었다는 것이 믿기지 않습니다. 자율주행 연구개발 하고 있는 사람으로서, 이 책을 통해서 많은 것을 배웠습니다. 판사님 감사합니다."
1659,맨드라미의 빨강 버드나무의 초록,"에세이 같은 소설이다. 잔잔한 흐름이 마음을 가라앉혀 주고, 통통 튀는 단어들이 책장을 술술 넘기게 한다."
1660,,기존 인공지능안내서에서 최신 정보와 미비한 부분이 더 있는 느낌. 산업적인 부분이나 인공지능 연구가들의 내용을 좀 더 실은 편. 크게 차별성은 없음
1661,습관을 바꾸는 아주 작은 것의 힘,누구든 나쁜 습관을 갖기는 쉽지만 습관을 바꾸기는 어렵다. 우리가 가진 거의 모든 일련의 행동 양식들이 전부 우리의 사소한 습관의 연속이였음을 깨닫게 해준다. 습관을 바꾸면 인생이 바뀐다는 것을 알려주는 책!
1662,전망탑의 라푼젤,"끝나지 않을 것 같은 비극, 그 좌절과 절망 뿐인 현실에서 누군가 내미는 관심의 손길은 그들에게 꿈과 희망이 되는 미래, 전망탑에서 내려온 한줄기의 빛, 라푼젤이 아닐까."
1663,나는 둔감하게 살기로 했다,타인을 위해서도 너무 예민한 감정을 갖는 것은 여러 가지 불편함을 갖게될때도 있다. 무엇보다 자신을 위해서 어느정도의 둔감력의 태도를 갖아보도록 노력하는게 지금 시대를 살아가는 우리들에게 필요한 능력이라 생각된다.
1664,"눈치껏 못 배웁니다, 일센스",무엇이든지 해 본 경험이 있는 사람에게는 쉬운 일도 경험해 보지 못한 이에게는 삽질하는 것과 같을 수 밖에 없다. 포크레인 한 번이면 될 일을 삽으로 한다고 생각해보라. 다행히 저자는 공부머리가 있어 이런 시행착오 끝에 이런 바이블까지 만들었지만 글쎄 이게 전부일까하며 웃픈현실이 참담하다
1665,죽어가는 형사,오랜만에 흡족한 독서.
1666,헤어질 결심 각본,그 아름다운 영화의 각본집을 가져다 주세요. 난 좀 갖고싶네.
1667,마감 전에는 백합이 순조롭다 2,"아니, 선생님! 완결이라니요! 이게 무슨 소리인가요! 3권 주세요!"
1668,대한민국 재개발 분양자격의 정석,도시정비사업에서 투자자들이 가장 중요하게 따져야하는 분양자격에 대해 숙지해야할 도시정비조례를 연대기로 총망라한 책이네요. 서울시중심으로 경기권 대전 부산 주요 도시 조례가 다 있어서 투자에 큰 도움되었어요. 여러권 사서 지인들 선물했는데 다들 시중에 이런책이 있었냐고 놀라더라구요!
1669,나는 둔감하게 살기로 했다,내가 뾰족하게 받으면 칼처럼 베이고내가 스펀지처럼 받으면 그냥 흡수내가 돌처럼 딱딱하면 부딪히는 거 아닌가 싶네요.내마음밭이 풍성하고 여유로워야둔감력을 가질수 있는거 같아요. 그렇게 꼬리에 꼬리를 물다
1670,나는 당신이 경매공부를 시작했으면 좋겠습니다,부동산거품이 발생한 상태라고 믿습니다. 어떤 분은 힘드실 시기이지만 어떤 분에게는 이 상황이 기회라고 여깁니다.
1671,2022 에듀윌 한국사능력검정시험 2주끝장 심화,최신기출까지 모두 반영된 한국사교재입니다! 2주플랜따라서 차근차근 공부하면 시험 완벽대비 가능할것같아요!! 함께제공해주는 무료강의도 유용합니다!!
1672,어떤 호소의 말들,"사회적 지위, 재력,국적, 성별에 상관없이 모든 이들의 인권은 평등하고 귀하게 존중받아야 된다. 허나 우리의 사회는 약자에게는 강하게, 강자에게는 약하게 적용되고 있다. 그 억울한 순간들로부터 지켜주고, 벗겨주고,보듬어주는 인 인권위 조사관의 인권의 마음을 보여주는 이야기"
1673,다시 가족이라는 이름으로,가족애에 대한 생각을 해 볼 수 있는 시간
1674,2022 에듀윌 전산세무 2급 기출문제집,전산세무 2급 독학하시는 분들께 추천드릴만한 기출문제집입니다. 덕분에 3회독해서 단기합격 가능할 것 같습니다. [﻿서평단 이벤트 참여]
1675,튜브,"이 책의 가장 좋았던 점은 인생이 직진 코스 같지 않다는 겁니다. 성공과 실패를 겪는 주인공의 인생은 오히려 적극적이었고, 매일 되풀이되는 평범하기 짝이 없는 내 일상이 더 실패한 인생은 아닐까 생각도 들었습니다. 이 책을 읽는 모든 분들의 인생을 응원합니다."
1676,계속 가보겠습니다,대한민국 에서 검사는 1명뿐이다 임검사님 파이팅!!
1677,이웃집 식물상담소,특별히 식물과 대화를 나누는 초능력을 보여주진 않지만 얼마나 식물을 사랑하고 사랑할 수 있는지 식물을 지배하기보단 더불어 살아가며 소통하기위해 끊임없이 관심과 애정을 보여준 사람들의 일화가 사소하지만 소소한 행복감으로 가득하다. 봄에 피는 꽃들이 그저 한순간에 피어난것이 아니라는.
1678,계속 가보겠습니다,"시험준비중이라 당분간은 읽을 시간이 없지만일종의 의무감으로 구입, 어제밤 배송온 책을 60쪽 가량 읽었습니다.8살 적은 임은정검사가 큰 어른처럼 느껴지는군요.존재자체에 감사하고, 생각과 걸음걸음에 존경과 경의를 표합니다."
1679,어느 날 공주가 되어버렸다 8~9 합본 세트 (초호화 한정판),사려고 했는데 품절이래서 놀랐는데 구성품 변경이군요 그나마 다행인건지 더 기다려야하니 아닌건지ㅜ
1680,,"곰돌이 푸와 친구들, 보고 있노라면 행복해져요~"
1681,물고기는 존재하지 않는다,당연하다고 생각하는 것들을 계속해서 의심하고 고민하는 사람만이 발전할 수 있다.
1682,나는 이렇게 세 딸을 하버드에 보냈다,영유아부터 고등학교까지 우리 아이의 성장에 놓칠 수 없는 이야기!
1683,신유물론,"신유물론들에 대한 멋진 개론서. 객체 혹은 사물들의 수행성이나 행위성을 고려한다는 것은 상당히 반직관적이지만 나와 관련 있는 얽힘, 연루, 상호의존성을 고려한다면 충분히 이해가능하고 때론 매우 실제적인 이야기라고 생각한다."
1684,보통 일베들의 시대,올해의 인문과학 한 권을 꼽으라면 이 책이다.
1685,,"초등학생이 좋아하는 대자연 ‘바다‘에 대해 모든 것이 담겨있어요.바다동식물, 생태계, 환경, 자원, 해역 등 그래픽으로 묘사가 잘 되어 있고, 설명 및 분류 또한 아이들이 보기 쉽게 되어 있어요. 여름 방학을 맞아 아이와 같이 보기 좋은 책입니다."
1686,최단경로,"재미는 없지만, 문장이나 구성을 보면 오랜시간 다듬은 것 같고 개성이 있다. 상탈만 하다. 단지, 스토리가 좀 더 탄탄하고, 친절한 소설이었으면 더 좋았을 것."
1687,완전학습 바이블,이미 선행학습으로 단련 된 부모에게는 아이를 sky로 보내려는 단기간 목표(?!)를 앞두고 이 책은 분명 답답할 것이다. 하지만 인생에 있어 공부의 재미를 맛보게 한다면 충분히 좋은 책이다. 도서관에서 읽었지만 구매할 책이다.
1688,2022 유대웅 행정법총론 끝장내기,진짜 판례의 황태자이심 존경스러움 없는 판례가 없어여
1689,이방의 기사,시마다 소지의 작품중 가장 서정적인 작품
1690,2023 박제인 행정법총론 합격노트,박제인 서울법대-검사 완벽한 법논리 군더더기없는 설명 최고져 요약서만 봐도 95이상 보장 믿어보세요
1691,침묵 (반양장),신은 침묵의 언어로 말씀하고 계셨구나!
1692,솔직히 회계 1도 모르겠습니다,회계 기초지식은 물론 회계사고를 배울 수 있는 책. 회계전공이 아니어도 현대사회인이라면 알아두어야 할 상식.
1693,계속 가보겠습니다,항상 응원합니다.
1694,절반의 실패,경이롭다.
1695,입지 센스,"˝식스 센스˝보다 중요한 부동산 <입지 센스>,좋은 입지란 무엇이며, 향후 유망 입지는 어떻게 봐야하며, 각자의 포지션에서 할 수 있는 것, ﻿또한 ﻿﻿20~70대까지의 라이크 사이클별로 나만의 부동산 입지센스를 활용해, 나만의 강남에서 사는 방법을 공부하고 실행하게 해주는 책입니다~ 강추~!"
1696,황금빛 위로,삶의 지친 나에게 건네는 위로의 한 마디
1697,삑사리까지도 인생이니까,"2-30대 인간관계에 관심이 많으신 분들이 읽으시면 공감할 부분이 많을 것 같아요. 연인, 친구, 동료 관계등 전반적으로 다루고 있고 그 속에서 필연적으로 있을 수밖에 없는 ‘삑사리’들을 다루며 그럼에도 자신을 사랑하며 살아가져는 메세지를 남깁니다."
1698,외톨이 흡혈 공주의 고뇌 2,착각 공주에게 친구가 생겼네요! 부러워요! 이제 여름철이네요!
1699,글로벌 지역투자 (워크북 포함),"평이한 서술. 중남미,일본, 동남아, 캐나다, 러시아, 유럽, 중앙아시아에 대해선 하나도 안나옴"
1700,우리가 다른 귀신을 불러오나니,10분의 작가들을 만날 수 있어서 좋았어요
1701,살의의 대담,밀실스릴러는 아니지만 대담형식이라는 특이한 구성 때문인지 밀실살인물같은 느낌이 드는 추리소설. 굉장히 속도감 있게 고구마 구간 없이 시원하게 읽히는 여름 소설!!!
1702,,이걸 꾸역꾸역 읽은 내 시간이 아깝다
1703,쉽게 배우는 일러스트 비법,두 그림을 비교해보며 설명하고 있어 바로 이해가 되어 좋았어요. 틈틈히 읽으면서 적용해나가면 실력이 업그레이드 될 것 같아요
1704,미드나잇 라이브러리 (1주년 스페셜 에디션),"개인적으로 스토리는 괜찮게 읽었습니다. 베스트셀러라 평이 갈리긴 하는 것 같으나. 누군가에게는 감동과 울림 , 메시지를 줄 수 있는 책입니다. 별점을 깎은 이유는 번역 때문입니다. 읽는데 큰 지장은 없는듯 하나, 원서에 적힌 말의 느낌을 바꿔버리는 오역이 꽤나 보여서 아쉽습니다.."
1705,애니캔,현실과 그닥 다르지가 않다. 동물을 생명으로 존중해주자.
1706,알싸한 기린의 세계,페미니즘 입문서로도 적절한 책! 용기있는 목소리 내주신 작가님께 더없이 감사드립니다:)
